,AccessionNumber,Dataset URL,Dataset name,ReleaseDate,Most recent snapshot date (MM/DD/YYYY),NSubjects,Modalities,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
892,ds004635,https://openneuro.org/datasets/ds004635/versions/3.0.0,Gaffrey Lab Infant Microstates Reliability,7/11/2023,7/11/2023,48,EEG,Healthy / Control,,resting,,,,No,Yes,Human,,,"Gaffrey, Michael S."
893,ds004636,https://openneuro.org/datasets/ds004636/versions/1.0.4,fmri_data,9/28/2023,9/28/2023,110,"MRI - func, MRI - anat",,,"ANT, CCTHot, DPX, WATT3, discountFix, motorSelectiveStop, rest, stopSignal, stroop, surveyMedley, twoByTwo",,,,No,No,,,,"Poldrack, R. A."
894,ds004640,https://openneuro.org/datasets/ds004640/versions/1.0.2,Sustaining wakefulness: Brainstem connectivity in human consciousness,7/13/2023,7/13/2023,2,"MRI - dwi, MRI - anat",,,,,,HARDI,No,No,Human,,,"C., Kinney H."
895,ds004642,https://openneuro.org/datasets/ds004642/versions/1.0.1,Intraoperative recordings of medianus stimulation with low and high impedance ECoG,7/31/2023,7/31/2023,10,iEEG,Tumor surgery,"18-25, 26-34, 35-50, 51-65",lozHFO,,Intraoperative recording of medianus stimulation with low and high impedance ECoG,Intraoperative monitoring,No,No,Human,,https://doi.org/10.1016/j.clinph.2023.07.002,"Sarnthein, Johannes"
896,ds004644,https://openneuro.org/datasets/ds004644/versions/1.0.0,Investigating brain alterations in the Dp1Tyb mouse model of Down Syndrome,7/20/2023,7/20/2023,24,MRI - anat,,,,,,Brain,No,No,Mouse,,,"Cash, Diana"
897,ds004645,https://openneuro.org/datasets/ds004645/versions/1.0.0,Resting-state fMRI signals contain spectral signatures of local hemodynamic response timing,7/21/2023,7/21/2023,15,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","breathhold, checker, rest",,,,No,No,Human,doi: 10.1101/2023.01.25.525528,doi: 10.1101/2023.01.25.525528,"Lewis, Laura D."
898,ds004647,https://openneuro.org/datasets/ds004647/versions/1.0.2,The neurocognitive role of working memory load when Pavlovian motivational control affects instrumental learning,7/27/2023,7/27/2023,44,"MRI - func, MRI - anat",,"18-25, 26-34","gng, wmgng",,,,No,No,,,,"Ahn, Woo-Young"
899,ds004648,https://openneuro.org/datasets/ds004648/versions/1.0.0,Sympathovagal quotient and functional connectivity of control networks are related to gut Ruminococcaceae abundance in healthy men,7/31/2023,7/31/2023,88,"MRI - anat, MRI - func",Healthy / Control,,rest,,,,No,No,Human,,,"Castrillón, Gabriel"
900,ds004650,https://openneuro.org/datasets/ds004650/versions/1.0.2,Martin Norgaard's brain,7/31/2023,7/31/2023,1,MRI - anat,,,,,,,Yes,No,Human,,,"Norgaard, Martin"
901,ds004654,https://openneuro.org/datasets/ds004654/versions/1.0.1,Rates of cerebral protein synthesis in subjects with fragile X syndrome,12/21/2023,12/21/2023,28,"MRI - anat, PET",Fragile X Syndrome,18-25,,,,,No,Yes,Human,,,"Smith, Carolyn Beebe"
902,ds004656,https://openneuro.org/datasets/ds004656/versions/1.1.0,Neural reactivity to visual food stimuli is reduced in some areas of the brain during evening hours compared to morning hours: an fMRI study in women,8/4/2023,8/4/2023,15,"MRI - func, MRI - anat",,18-25,FoodStimHiLo,,,,No,No,Human,10.1007/s11682-015-9366-8,,"LeCheminant, James D."
903,ds004657,https://openneuro.org/datasets/ds004657/versions/1.0.3,Driving with Autonomous Aids,8/5/2023,8/5/2023,24,EEG,,,Drive,,,,No,No,,,,"King, Kevin"
904,ds004660,https://openneuro.org/datasets/ds004660/versions/1.0.2,TNO,8/5/2023,8/5/2023,21,EEG,,,P300,,,,No,No,Human,,,"King, Kevin"
905,ds004661,https://openneuro.org/datasets/ds004661/versions/1.0.1,ANDI,8/5/2023,8/5/2023,17,EEG,,,nback,,,,No,No,Human,,,"King, Kevin"
906,ds004662,https://openneuro.org/datasets/ds004662/versions/1.1.0,Denoising task-correlated head motion from motor-task fMRI data with multi-echo ICA,8/6/2023,8/6/2023,8,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",hand grasp,,,,No,Yes,Human,https://doi.org/10.1101/2023.07.19.549746,,"Bright, Molly G"
907,ds004663,https://openneuro.org/datasets/ds004663/versions/1.0.2,CommCon,8/18/2023,8/18/2023,34,"MRI - func, MRI - anat",,,"commpost, commpre, tv",,,contextual influences (using naturalistic TV & commercial stimuli) on memory and free recall organization,No,No,Human,,,"Baldassano, Christopher"
908,ds004666,https://openneuro.org/datasets/ds004666/versions/1.0.5,EDDEN,12/15/2023,12/15/2023,1,"MRI - dwi, MRI - anat",Healthy / Control,,,,,Denoising diffusion MRI (dMRI),No,No,Human,https://doi.org/10.1101/2023.07.24.550348,,"Sotiropoulos, Stamatios N."
909,ds004670,https://openneuro.org/datasets/ds004670/versions/1.0.1,Visual Illusion Reconstruction,9/22/2023,9/22/2023,7,"MRI - func, MRI - anat",,,"FMD, Illusion, MSCOCO, ImageNetTraining, ImageNetTrainingV2",,,,No,No,,,,"Kamitani, Yukiyasu"
910,ds004692,https://openneuro.org/datasets/ds004692/versions/1.0.0,"Widespread frontoparietal fMRI activity is greatly affected by changes in criterion placement, not discriminability, during recognition memory and visual detection tests",8/15/2023,8/15/2023,30,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","study-1, study-2, test-2, test-1, test-3, test-4, test-5, test-6, test-7, test-8",1024,event-related fMRI,Recognition memory and visual detection,No,No,Human,https://doi.org/10.1016/j.neuroimage.2023.120307,https://doi.org/10.1016/j.neuroimage.2023.120307,"Miller, Michael B."
911,ds004693,https://openneuro.org/datasets/ds004693/versions/1.0.1,The link between visual representations and behavior in human scene perception,8/16/2023,8/16/2023,29,"MRI - func, MRI - anat",,"18-25, 26-34","localizer, main",,Event-related design,Scene perception,No,No,Human,,,"Cichy, Radoslaw"
912,ds004696,https://openneuro.org/datasets/ds004696/versions/1.0.1,HAPwave_bids,8/16/2023,8/16/2023,8,iEEG,Epilepsy,"11-17, 18-25, 26-34, 35-50, 51-65",Cortico-Cortical Evoked Potentials -CCEPs,12,Biphasic single-pulse electrical stimulation of 4mA and 6mA during 200 microseconds,"Single pulse electrical stimulation, limbic circuitry",No,Yes,Human,https://doi.org/10.1101/2022.11.23.517746,"Ojeda Valencia G, Gregg N, Huang H, Lundstrom B, Brinkmann B, Pal Attia T, Van Gompel J, Bernstein M, In MH, Huston J, Worrell G, Miller KJ, and Hermes D. 2023. Signatures of electrical stimulation driven network interactions in the human limbic system. Journal of Neuroscience (in press).","Hermes, D."
913,ds004697,https://openneuro.org/datasets/ds004697/versions/1.0.2,Food and Brain Study,8/16/2023,8/16/2023,84,"MRI - func, MRI - anat",,0-10,"foodcue, rest",,,food cue reactivity,No,No,,,,"Keller, Kathleen"
914,ds004698,https://openneuro.org/datasets/ds004698/versions/1.0.1,CHN Retinotopic Mapping Dataset,8/16/2023,8/16/2023,12,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","fixedbar, logbar",,,Visual cortex,No,Yes,Human,,,"Boynton, Geoffrey M."
915,ds004703,https://openneuro.org/datasets/ds004703/versions/1.1.0,PassiveListen,8/18/2023,8/18/2023,10,iEEG,Epilepsy or related condition,"18-25, 26-34, 35-50, 51-65",PassiveListen,,Passive listening to natural speech,Speech perception,No,No,Human,,,"Gentner, Timothy"
916,ds004706,https://openneuro.org/datasets/ds004706/versions/1.0.0,Spatial memory and non-invasive closed-loop stimulus timing,8/23/2023,8/23/2023,34,EEG,,,"NiclsCourierClosedLoop, NiclsCourierReadOnly",,,"episodic memory, spatial memory",No,No,Human,,,"Kahana, Michael J."
917,ds004710,https://openneuro.org/datasets/ds004710/versions/1.1.0,Next Generation MRI scanner designed for ultra-high resolution human brain imaging at 7-Tesla,9/26/2023,9/26/2023,2,"MRI - dwi, MRI - func",,,vis,,,,No,No,Human,,,"VU, An T"
918,ds004711,https://openneuro.org/datasets/ds004711/versions/1.0.0,AgeRisk,8/23/2023,8/23/2023,187,"MRI - func, MRI - anat",Healthy / Control,"11-17, 18-25, 26-34, 35-50, 51-65, 66+","bart, delaydiscounting",,,"Risk preference, impulsivity",No,No,Human,https://doi.org/10.3758/s13415-022-01060-6,,"Mata, Rui"
919,ds004712,https://openneuro.org/datasets/ds004712/versions/1.0.2,ON-Harmony: A resource for development and comparison of multi-modal brain 3T MRI harmonisation approaches,11/10/2023,11/10/2023,10,"MRI - dwi, MRI - anat, MRI - func",,"18-25, 35-50",rest,,Travelling-heads: within-scanner and between-scanner repeats,Harmonisation,No,No,Human,,,"Sotiropoulos, S.N."
920,ds004715,https://openneuro.org/datasets/ds004715/versions/1.0.3,Symmetry & Luminance BOLD fMRI,11/9/2023,11/9/2023,11,"MRI - func, MRI - anat",,,"luminance, regularity",,Rapid Event Related,Visual,No,No,Human,,,"Morland, Antony"
921,ds004717,https://openneuro.org/datasets/ds004717/versions/1.0.0,Utilizing Amide Proton Transfer Technique to Characterise Diffuse Gliomas Based on WHO 2021 Classification of CNS Tumors,8/26/2023,8/26/2023,42,MRI - anat,,"18-25, 26-34, 35-50, 51-65, 66+",,,,,No,No,Human,,,"Rzaev, Jamil"
922,ds004718,https://openneuro.org/datasets/ds004718/versions/1.0.5,Le Petit Prince Hong Kong: Naturalistic fMRI and EEG dataset from older Cantonese speakers,10/30/2023,10/30/2023,52,"MRI - func, MRI - anat, EEG",,"51-65, 66+",lppHK,,,,No,No,,,,"Li, Jixing"
923,ds004720,https://openneuro.org/datasets/ds004720/versions/1.0.0,Descriptive name for this dataset,8/28/2023,8/28/2023,2,"MRI - func, MRI - anat",,18-25,"multiband, singleband",,,,No,No,,,,"Author, Second"
924,ds004725,https://openneuro.org/datasets/ds004725/versions/1.0.1,Single Dose Intranasal Oxytocin Administration: Data from Healthy Younger and Older Adults,9/8/2023,9/8/2023,87,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 51-65, 66+",Resting state scan,11,"randomized, double-blind, between-group design",,No,No,Human,10.1002/sim.7039 10.1016/j.neuroimage.2022.119045 10.1016/j.neuroimage.2022.119045,10.1002/sim.7039 10.1016/j.neuroimage.2022.119045 10.1016/j.neuroimage.2022.119045,"Ebner, Natalie"
925,ds004730,https://openneuro.org/datasets/ds004730/versions/1.0.0,Effects of propofol anesthesia on rates of cerebral protein synthesis,12/21/2023,12/21/2023,10,"MRI - anat, PET",Healthy / Control,18-25,,,,,No,Yes,Human,,,"Smith, Carolyn B"
926,ds004731,https://openneuro.org/datasets/ds004731/versions/1.0.0,Rates of cerebral protein synthesis and memory formation during sleep,12/21/2023,12/21/2023,35,"MRI - anat, PET",Healthy / Control,"18-25, 26-34",,,,,No,Yes,Human,,,"Smith, Carolyn B"
927,ds004733,https://openneuro.org/datasets/ds004733/versions/1.0.0,Rates of cerebral protein synthesis in stages of sleep,12/21/2023,12/21/2023,18,"MRI - anat, PET",Healthy / Control,"18-25, 26-34",,,,,No,Yes,Human,,,"Smith, Carolyn B"
928,ds004737,https://openneuro.org/datasets/ds004737/versions/1.0.0,CS-DSI,9/11/2023,9/11/2023,19,MRI - dwi,Healthy / Control,,,,,,No,No,Human,https://doi.org/10.1101/2023.02.22.529546,,"Satterthwaite, Theodore"
929,ds004738,https://openneuro.org/datasets/ds004738/versions/1.0.1,sfb_eeg_phantom (B04/C01),9/3/2023,9/3/2023,4,MEG,,,"dip13, dip13mov",,,Deep Brain Stimulation Artefacts,No,No,Phantom,,,"Florin, Esther"
930,ds004742,https://openneuro.org/datasets/ds004742/versions/1.0.1,White matter tract,9/6/2023,9/6/2023,1,MRI - dwi,,,,,,,No,No,,,,"keke, "
931,ds004743,https://openneuro.org/datasets/ds004743/versions/1.0.0,AudioTact_YA,9/7/2023,9/7/2023,19,"MRI - func, MRI - anat",,"18-25, 26-34",audiotact,,,,No,No,,,,"Felician, Olivier"
932,ds004744,https://openneuro.org/datasets/ds004744/versions/1.0.0,White matter tract and peaks,9/7/2023,9/7/2023,17,MRI - dwi,,,,,,,No,No,,,,"keke, "
933,ds004745,https://openneuro.org/datasets/ds004745/versions/1.0.1,8-Channel SSVEP EEG Dataset with Artifacts Trials,9/8/2023,9/8/2023,6,EEG,,,unnamed,24,SSVEP with artifact and artifact-free conditions,EEG,No,No,Human,10.1109/EMBC46164.2021.9629771,10.1109/EMBC46164.2021.9629771.,"Buiatti, Marco"
934,ds004746,https://openneuro.org/datasets/ds004746/versions/1.0.1,Paingen_placebo,9/19/2023,9/19/2023,395,"MRI - func, MRI - anat",,"26-34, 35-50, 66+",paingen,,,Placebo,No,Yes,Human,,,"Wager, Tor"
935,ds004752,https://openneuro.org/datasets/ds004752/versions/1.0.1,"Dataset of intracranial EEG, scalp EEG and beamforming sources from epilepsy patients performing a verbal working memory task",9/13/2023,9/13/2023,15,"iEEG, EEG",Epilepsy,"18-25, 26-34, 35-50, 51-65",verbalWM,3400,"Intracranial EEG, scalp EEG recordings of epilepsy patients performing a verbal working memory task","Cognitive neuroscience, working memory",No,No,Human,, https://doi.org/10.7554/eLife.78677,"Sarnthein, Johannes"
936,ds004765,https://openneuro.org/datasets/ds004765/versions/1.0.0,language fMRI,3/25/2024,3/25/2024,71,"MRI - anat, MRI - dwi, MRI - func",,,RestingState,,,,No,No,,,,"Rastle, Kathy"
937,ds004767,https://openneuro.org/datasets/ds004767/versions/1.0.0,Characterizing medial temporal lobe vulnerability to neurofibrillary tangle pathology in Alzheimer’s disease using a 3-D ex vivo MRI atlas and serial histology,9/18/2023,9/18/2023,55,MRI - anat,,,,,,,No,No,Human,,,"Yushkevich, Paul A."
938,ds004770,https://openneuro.org/datasets/ds004770/versions/1.0.0,iEEG on children during gameplay,9/22/2023,9/22/2023,10,iEEG,,"0-10, 11-17, 18-25",game,,,,No,No,Human,,,"Asano, Eishi"
939,ds004771,https://openneuro.org/datasets/ds004771/versions/1.0.0,EEG/ERP data from a Python Reading Task,9/25/2023,9/25/2023,61,EEG,,"18-25, 26-34",PY,,,"Psychology, Computer Programming",No,No,Human,pending,pending,"Prat, Chantel S."
940,ds004775,https://openneuro.org/datasets/ds004775/versions/1.1.1,Neurophysiology of Entertainment Dynamics and Connectivity of the Brain's Emotional Circuits,9/25/2023,9/25/2023,28,"MRI - func, MRI - anat",Healthy / Control,18-25,DOOL,,,"Morality, Empathy",No,No,Human,,,"Lee, Kate"
941,ds004776,https://openneuro.org/datasets/ds004776/versions/1.0.0,Infant FreeSurfer test subject (CNYBCH),9/28/2023,9/28/2023,1,MRI - anat,Healthy / Control,0-10,,,,,No,No,Human,,,"Zöllei, Lilla"
942,ds004783,https://openneuro.org/datasets/ds004783/versions/1.0.1,Dance synchrony fMRI dataset,10/26/2023,10/26/2023,26,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",movie,,,,No,No,Human,,,"Orgs, G"
943,ds004784,https://openneuro.org/datasets/ds004784/versions/1.0.4,"Phantom EEG Dataset with Motion, Muscle, and Eye Artifacts and Example Scripts",12/20/2023,12/20/2023,1,EEG,,,mixed,,,,No,No,Phantom Human,https://doi.org/10.3390/s23198214,,"Ferris, Daniel P."
944,ds004785,https://openneuro.org/datasets/ds004785/versions/1.0.1,EEG data for paper titled - Precise cortical contributions to feedback sensorimotor control during reactive balance,10/2/2023,10/2/2023,17,EEG,,,unnamed,,Reactive Balance,,No,No,Human,,,"Ting, Lena"
945,ds004786,https://openneuro.org/datasets/ds004786/versions/1.0.1,MorphoSem,10/4/2023,10/4/2023,40,"MRI - func, MRI - anat",,"18-25, 26-34","localizerpinel, morphosem, morphosemnoimage",,,Atypical Hemispheric Re-Organization of the Reading Network in High-Functioning Adults with Dyslexia,No,No,Human,,,"Ziegler, Johannes C."
946,ds004787,https://openneuro.org/datasets/ds004787/versions/1.1.0,NIMH METeR (Multi-Echo Test-Retest),10/4/2023,10/4/2023,5,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 51-65",rest,,Multi-session test-retest reliability,Resting state fMRI,No,Yes,Human,,,"Pine, Danny"
947,ds004789,https://openneuro.org/datasets/ds004789/versions/3.1.0,Delayed Free Recall of Word Lists,10/10/2023,10/10/2023,280,iEEG,,"18-25, 26-34, 35-50, 51-65",FR1,,,,No,No,,,,"Kahana, Michael J."
948,ds004791,https://openneuro.org/datasets/ds004791/versions/1.0.0,"Kwok et al., 2023, Human Brain Mapping",10/24/2023,10/24/2023,68,"MRI - func, MRI - anat",,,"arithmetic, matching, visuo-spatial working memory",,,Mathematical/Numerical Cognition,No,No,Human,DOI 10.17605/OSF.IO/Y763R,"Kwok et al., 2023, Human Brain Mapping","Ansari, Daniel"
949,ds004795,https://openneuro.org/datasets/ds004795/versions/1.0.0,Simulated motion artifacts based on the (MR-ART) dataset (https://openneuro.org/datasets/ds004173/versions/1.0.2),2/6/2024,2/6/2024,148,MRI - anat,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",,,,Brain,No,No,Human,,,"Waiczies, Sonia"
950,ds004796,https://openneuro.org/datasets/ds004796/versions/1.0.6,"A Polish Electroencephalography, Alzheimer’s Risk-genes, Lifestyle and Neuroimaging (PEARL-Neuro) Database",2/18/2024,2/18/2024,79,"MRI - func, EEG",,"35-50, 51-65","msit, rest, sternberg",,,,No,No,Human,,,"Ewa, Kublik"
951,ds004797,https://openneuro.org/datasets/ds004797/versions/1.0.0,Functional imaging,4/13/2024,4/13/2024,10,"MRI - anat, MRI - func",,,"qianfMRIEPI20220115, T2starFIDEPI",,,,No,No,Rat,,,"CQ, "
952,ds004798,https://openneuro.org/datasets/ds004798/versions/1.0.5,"Multimodal brain responses during movie watching: single-neuron, intracranial EEG, and fMRI in human patients",10/16/2023,10/16/2023,15,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65, 66+",unknown,,,,No,No,Human,,,"Rutishauser, Ueli"
953,ds004802,https://openneuro.org/datasets/ds004802/versions/1.0.0,Pilot data for Loneliness in the Brain: Distinguishing Between Hypersensitivity and Hyperalertness,10/19/2023,10/19/2023,38,EEG,,,RovingOddball,,,,No,No,,,,"Otten, Marte"
954,ds004808,https://openneuro.org/datasets/ds004808/versions/1.0.0,Brainstem fMRI signaling of surprise across different types of deviant stimuli,10/18/2023,10/18/2023,24,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",NAconf,,,"deviance detection, neuromodulatory systems",No,No,Human,https://osf.io/td5kp/,,"Meyniel, Florent"
955,ds004809,https://openneuro.org/datasets/ds004809/versions/2.2.0,Categorized Free Recall: Delayed Free Recall of Word Lists Organized by Semantic Categories,10/20/2023,10/20/2023,258,iEEG,,"18-25, 26-34, 35-50, 51-65",catFR1,,,,No,No,,,,"Kahana, Michael J."
956,ds004814,https://openneuro.org/datasets/ds004814/versions/1.0.0,High-res gradient echo EPI and 3D GRASE data of auditory cortex,10/26/2023,10/26/2023,6,"MRI - func, MRI - anat",,,auditory,,,Human auditory cortex,No,No,Human,,https://doi.org/10.1016/j.neuroimage.2017.03.063; https://doi.org/10.1523/JNEUROSCI.3576-17.2018; https://doi.org/10.1038/s41598-019-41965-w,"Yacoub, Essa"
957,ds004815,https://openneuro.org/datasets/ds004815/versions/1.0.1,Selective attention sharpens population receptive fields in human auditory cortex,10/26/2023,10/26/2023,8,"MRI - func, MRI - anat",,"18-25, 26-34",auditory,,,Auditory processing pathway,No,No,Human,,https://doi.org/10.1093/cercor/bhac427 ,"Moerel, Michelle"
958,ds004816,https://openneuro.org/datasets/ds004816/versions/1.0.1,EEG-attention-rsvp-exp1,10/26/2023,10/26/2023,20,EEG,,"18-25, 26-34, 35-50",rsvp,,,,No,No,,https://doi.org/10.51628/001c.21174,,"Carlson, Thomas"
959,ds004817,https://openneuro.org/datasets/ds004817/versions/1.0.1,EEG-attention-rsvp-exp2,10/26/2023,10/26/2023,20,EEG,,"18-25, 26-34, 35-50",rsvp,,,,No,No,,https://doi.org/10.51628/001c.21174,,"Carlson, Thomas"
960,ds004819,https://openneuro.org/datasets/ds004819/versions/1.0.0,"Flexible, Scalable, High Channel Count Stereo-Electrode for Recording in the Human Brain",10/26/2023,10/26/2023,1,iEEG,,11-17,,10,Electrode testing under anesthesia,Electrode testing,No,No,Sus scrofa domesticus,10.1101/2022.11.08.515705,,"Dayeh, Shadi. A."
