"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"Building a robust organoid platform to study the developmental potential and physiology of human specific cortical cell types","Liu, Jia Ramanathan, Sharad  (contact) Weitz, David A","Harvard University","2020","RFA-MH-20-140","Active","1RF1MH123948-01","Cell TypeCircuit Diagrams","10049141"
"Sliced human neocortical organoids for modeling cortical laminar and columnar organization and function","Ming, Guo-li","University Of Pennsylvania","2020","RFA-MH-20-140","Active","1RF1MH123979-01","Cell TypeCircuit Diagrams","10049693"
"Biophysical modeling of the functional MRI signal through parametric variations in neuronal activation and blood vessel anatomy using realistic synthetic microvascular networks","Hartung, Grant","Massachusetts General Hospital","2020","RFA-MH-18-510","Complete","1F32MH125599-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10156061"
"Application of the principle of symmetry to neural circuitry: From building blocks to neural synchronization in the connectome","Makse, Hernan  (contact) Zimmer, Manuel","City College Of New York","2020","RFA-EB-17-005","Active","1R01EB028157-01A1","Integrated ApproachesTheory & Data Analysis Tools","10006982"
"The experience of human subjects with brain organoid research","Macduffie, Kate E.","University Of Washington","2020","RFA-NS-19-043","Active","1K99MH125328-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10101989"
"NeuroExplorer: Ultra-high Performance Human Brain PET Imager for Highly-resolved In Vivo Imaging of Neurochemistry","Carson, Richard E (contact) Li, Hongdi Qi, Jinyi","Yale University","2020","RFA-EB-19-002","Active","1U01EB029811-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","10005604"
"Moving MRI: Imaging a Moving Body with a Moving MRI Magnet","Ackerman, Jerome L","Massachusetts General Hospital","2020","RFA-EB-19-001","Active","1R01EB029818-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","10007118"
"Massively parallel high-speed 3D functional photoacoustic computed tomography of the adult human brain","Wang, Danny Jj Wang, Lihong  (contact)","California Institute Of Technology","2020","RFA-EB-19-002","Active","1U01EB029823-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","10007184"
"Eliminating the human factor from stereotaxic surgeries","Klug, Achim","Popneuron Ltd.","2020","PA-18-870","Active","1R41NS119079-01","Circuit DiagramsInterventional ToolsMonitor Neural Activity","10080673"
"Multiplexed Nanoscale Protein Mapping Through Expansion Microscopy and Immuno-SABER","Boyden, Edward S. (contact) Yin, Peng","Massachusetts Institute Of Technology","2020","RFA-MH-19-148","Active","1RF1MH124606-01","Cell TypeCircuit DiagramsTheory & Data Analysis Tools","10088537"
"Circuit and cellular mechanisms underlying hierarchical recruitment of motor neurons.","Mark, Brandon J","University Of Washington","2020","RFA-MH-18-510","Active","1F32MH125443-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10137601"
"Spinal Cord Nociceptive Circuits that Deliver Outputs to the Brain to Initiate Pain","Drugowitsch, Jan Ginty, David D (contact) Woolf, Clifford J","Harvard Medical School","2020","RFA-NS-18-030","Active","1R01AT011447-01","Integrated Approaches","10053529"
"MPS-TMS: Modular Pulse Synthesizer for Transcranial Magnetic Stimulation with Fully Adjustable Pulse Shape and SequenceTBD","Goetz, Stefan","Duke University","2020","RFA-MH-20-310","Active","1RF1MH124943-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","10108525"
"Bidirectional Interactions of Cortex and Basal Ganglia During Action Selection","Girasole, Allison Elizabeth","Harvard Medical School","2020","RFA-MH-18-510","Active","1F32MH125596-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10156658"
"Development of a scalable strategy for reconstructing cell-type determined connectome of the mammalian brain","Cai, Dawen  (contact) Cui, Meng Yan, Yan Yin, Peng","University Of Michigan At Ann Arbor","2020","RFA-MH-19-148","Active","1RF1MH124611-01","Cell TypeCircuit DiagramsTheory & Data Analysis Tools","10088842"
"Relating structure and function in synapse-level wiring diagrams","Litwin-kumar, Ashok","Columbia University Health Sciences","2020","RFA-EB-17-005","Active","1R01EB029858-01","Integrated ApproachesTheory & Data Analysis Tools","10006999"
"Molecular MRI of Brain Metabolism Enabled by Long-Lived Spin States","Theis, Thomas","North Carolina State University Raleigh","2020","RFA-EB-19-001","Active","1R01EB029829-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","10007222"
"Inter-System Closed-Loop Control of Locomotor and Bladder Function in Individuals with Acute Spinal Cord Injury","Angeli, Claudia  (contact) Boakye, Maxwell","University Of Louisville","2020","RFA-NS-18-023","Active","1UH3NS116238-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9962062"
"Understanding Multi-Layer Learning in a Biological Circuit","Abbott, Laurence F. Sawtell, Nathaniel  (contact)","Columbia University Health Sciences","2020","RFA-NS-18-030","Active","1R01NS118448-01","Integrated Approaches","10053457"
"The planning of new compositional action sequences guided by interpretation of ambiguous sensory data in a novel drawing task","Tian, Lucas Y.","Rockefeller University","2020","RFA-MH-18-510","Active","1F32MH125573-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10151223"
"Improving Brain Organoid Models by Mediating Metabolic Dysregulation","Andrews, Madeline","University Of California, San Francisco","2020","RFA-NS-19-043","Active","1K99MH125329-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10104263"
"Cloud-based Software Framework to Simplify and Standardize Real-Time fMRI","Cohen, Jonathan D Norman, Kenneth A (contact)","Princeton University","2020","RFA-MH-19-147","Active","1RF1MH125318-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10123207"
"Dissecting the neural circuit for discrete cue representation in the Dentate Gyrus","Tuncdemir, Sebnem Nur","New York State Psychiatric Institute","2020","RFA-NS-19-043","Active","1K99MH122226-01A1","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10125693"
"A new theory of population coding in the cerebellum","Shadmehr, Reza","Johns Hopkins University","2020","RFA-EB-17-005","Active","1R01EB028156-01A1","Integrated ApproachesTheory & Data Analysis Tools","10005617"
"Crossing space and time: uncovering the nonlinear dynamics of multimodal and multiscale brain activity","Keilholz, Shella D (contact) Stanley, Garrett B.","Emory University","2020","RFA-EB-17-005","Active","1R01EB029857-01","Integrated ApproachesTheory & Data Analysis Tools","10007011"
"Traveling Wave Transcranial Alternating Current Stimulation for the Control of Large-Scale Brain Networks","Opitz, Alexander","University Of Minnesota","2020","RFA-MH-20-310","Active","1RF1MH124909-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","10107530"
"Combined Topological and Machine Learning Tools for Neuroscience","Hawrylycz, Michael Mitra, Partha Pratim (contact) Wang, Yusu","Cold Spring Harbor Laboratory","2020","RFA-MH-19-147","Active","1RF1MH125317-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10123310"
"A high-resolution molecular and lineage atlas of the mouse brain using Slide-seq","Chen, Fei Macosko, Evan Z (contact)","Broad Institute, Inc.","2020","RFA-MH-19-148","Active","1RF1MH124598-01","Cell TypeCircuit DiagramsTheory & Data Analysis Tools","10088261"
"Developmental cell census of human and non-human primate brain","Sestan, Nenad","Yale University","2020","RFA-MH-19-149","Active","1U01MH124619-01","Cell TypeCircuit DiagramsHuman Neuroscience","10088878"
"Using multiple species, stimuli, and tasks to study the neural basis of visually guided behavior","Ni, Amy Meesun","University Of Pittsburgh At Pittsburgh","2020","PAR-18-813","Active","1K99NS118117-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10040904"
"An integrated platform for studying sensory networks in the vertebrate brain","Scott, Ethan Kime","University Of Queensland","2020","RFA-NS-18-030","Active","1R01NS118406-01","Integrated Approaches","10051317"
"Establishing Common Coordinate Framework for Quantitative Cell Census in Developing Mouse Brains","Gee, James C Kim, Yongsoo  (contact) Ng, Lydia Lup-ming","Pennsylvania State Univ Hershey Med Ctr","2020","RFA-MH-19-148","Active","1RF1MH124605-01","Cell TypeCircuit DiagramsTheory & Data Analysis Tools","10088508"
"Modeling the structure-function relation in a reconstructed cortical tissue","Arkhipov, Anton Mihalas, Stefan  (contact)","Allen Institute","2020","RFA-EB-17-005","Active","1R01EB029813-01","Integrated ApproachesTheory & Data Analysis Tools","10005712"
"A Comparative Framework for Modeling the Low-Dimensional Geometry of Neural Population States","Dyer, Eva","Georgia Institute Of Technology","2020","RFA-EB-17-005","Active","1R01EB029852-01","Integrated ApproachesTheory & Data Analysis Tools","10007243"
"The Neuroscience of Everyday World- A novel wearable system for continuous measurement of brain function","Boas, David A (contact) Kiran, Swathi","Boston University (charles River Campus)","2020","RFA-EB-19-002","Active","1U01EB029856-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","10007021"
"Connecting neural circuit architecture and experience-driven probabilistic computations","Kilpatrick, Zachary Peter","University Of Colorado","2020","RFA-EB-17-005","Active","1R01EB029847-01","Integrated ApproachesTheory & Data Analysis Tools","10007281"
"Development of the Human Dynamic Neurochemical Connectome Scanner","Catana, Ciprian","Massachusetts General Hospital","2020","RFA-EB-19-002","Active","1U01EB029826-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","10007205"
"Large scale discovery and validation of brain cell type enhancers for viral targeting and circuit manipulation","Huang, Z Josh (contact) Ren, Bing","Cold Spring Harbor Laboratory","2020","RFA-MH-19-148","Active","1RF1MH124612-01","Cell TypeCircuit DiagramsTheory & Data Analysis Tools","10088951"
"Critical Technology Development for 16 Tesla Head-only MRI Superconducting Persistent Magnets: V2","Xu, Minfeng","General Electric Global Research Ctr","2020","RFA-EB-19-001","Active","1R01EB029814-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","10006952"
"Ethics of the Choice of Invasive versus Non-invasive Neurosurgery: Different StakeholdersPerspectives, Surgical Decision-making, and Impact on Patient Sense o","Kubu, Cynthia M. S.","Cleveland Clinic Lerner Com-cwru","2020","RFA-MH-19-400","Active","1RF1MH123407-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10026287"
"DataJoint Pipelines for Neurophysiology","Yatsenko, Dimitri","Vathes Llc","2020","RFA-NS-19-006","Active","1U24NS116470-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9967639"
"Significance of excitatory and inhibitory synaptic integration by interneurons for local circuit dynamics and behavior","Turner, Brandon David","Duke University","2020","RFA-MH-18-510","Active","1F32MH123017-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991142"
"Light-Induced Targeted Recombination Strategies For Genetic Access to Recently Active Neurons","Norris, Aaron J (contact) Tucker, Chandra L","Washington University","2020","RFA-EY-18-001","Active","1R21EY031269-01","Interventional ToolsMonitor Neural Activity","9924856"
"Linking Hippocampal Replay Content to Learning and Decision-Making","Coulter, Michael Edward","University Of California, San Francisco","2020","RFA-MH-18-510","Active","1F32MH123003-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9990114"
"Genetic-assisted, full brain scale integrated activity mapping with MRI","Hasan, Mazahir T.","Achucarro Basque Center For Neuroscience","2020","RFA-EY-18-001","Active","1R21EY031256-01","Interventional ToolsMonitor Neural Activity","9922415"
"Studying how the hippocampal-prefrontal-hypothalamic circuit encodes social dominance","Padilla Coreano, Nancy","Salk Institute For Biological Studies","2020","PAR-18-814","Active","1K99MH124435-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10041744"
"Neurobiology of Social Behavior: Circuit Analysis in Early Life","Opendak, Maya","New York University School Of Medicine","2020","PAR-18-814","Active","1K99MH124434-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","10039031"
"An Ethical Approach to Detecting Covert Consciousness","Young, Michael J","Massachusetts General Hospital","2020","RFA-MH-18-510","Active","1 F32 MH123001-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9990274"
"Non-invasive, Deep Brain, and Focal Neuromodulation in Nonhuman Primates","Webb, Taylor D","University Of Utah","2020","RFA-MH-18-510","Active","1 F32 MH123019-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9991119"
